Name,Release Year,Certificate,Duration,Poster,Trailer,Genre,Rating,Rating Count,Country,Director,Writer,Stars,Story,Budget,Gross US & Canada,Opening weekend US & Canada,Gross worldwide,Cost,Income
"Norte, hangganan ng kasaysayan",2014,TV-MA,250.0,https://m.media-amazon.com/images/M/MV5BNDE5OTMyNDUyMl5BMl5BanBnXkFtZTgwNzg1MTY3MTE@._V1_.jpg,https://www.imdb.com/video/vi1505802777/,"['Crime', 'Drama']",7.5,2237,['Philippines'],['Lav Diaz'],"['Rody Vera', 'Lav Diaz', 'Michiko Yamamoto']","['Sid Lucero', 'Angeli Bayani', 'Archie Alemania']",An embittered law student commits a brutal double murder; a family man takes the fall and is forced into a harsh prison sentence; a mother and her two children wander the countryside looking for some kind of redemption.,,"$10,457","$2,164","$10,457",,"$10,457"
Les rencontres d&apos;après minuit,2013,Unrated,98.0,https://m.media-amazon.com/images/M/MV5BMjAxMDM1MTQxMF5BMl5BanBnXkFtZTgwNTExNjQ1MjE@._V1_.jpg,https://www.imdb.com/video/vi4100697113/,"['Comedy', 'Drama', 'Romance']",5.6,1707,['France'],['Yann Gonzalez'],"['Yann Gonzalez', 'Rebecca Zlotowski']","['Kate Moran', 'Niels Schneider', 'Nicolas Maury']","Around midnight, a young couple and their transvestite maid prepare for an orgy. Their guests will be The Slut, The Star, The Stud and The Teen.",,,,,,
Leader,2010,,167.0,https://m.media-amazon.com/images/M/MV5BZGQ1MDU4NzUtYjlhMi00ODBmLWFlMzYtYTM4MjViOTIzOTdmXkEyXkFqcGdeQXVyODA2ODM3NDQ@._V1_.jpg,https://www.imdb.com/video/vi1093779225/,['Drama'],8.0,5119,['India'],['Sekhar Kammula'],['Sekhar Kammula'],"['Rana Daggubati', 'Richa Langella', 'Priya Anand']","A well educated idealist, who is a son of Political leader in power wants to correct the rigged political system of favors and corruption. However, this soon becomes a game of power. How would he navigate through the strategies an...",,,,,,
Khatta Meetha,2010,Not Rated,157.0,https://m.media-amazon.com/images/M/MV5BMTY2ODUzMDY3OV5BMl5BanBnXkFtZTcwMzg3NDE3Mw@@._V1_.jpg,https://www.imdb.com/video/vi1942535961/,"['Comedy', 'Crime', 'Drama']",5.9,12000,['India'],['Priyadarshan'],"['Jay Master', 'Priyadarshan', 'Nitin Raikwar']","['Akshay Kumar', 'Trisha Krishnan', 'Kulbhushan Kharbanda']","A seemingly corrupt petty contractor faces challenges from the local municipality, his family, his employees, as well as a former girlfriend and her family.",,"$541,904","$309,211","$8,319,469",,"$8,319,469"
Besharam,2013,Not Rated,143.0,https://m.media-amazon.com/images/M/MV5BNDU3MDQ2NTYtYjExOS00OWViLWExMGUtMTg0OTk3OTg0NTY1XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg,https://www.imdb.com/video/vi375236889/,"['Action', 'Comedy', 'Romance']",3.5,5892,['India'],['Abhinav Kashyap'],"['Rajeev Barnwal', 'Abhinav Kashyap']","['Ranbir Kapoor', 'Pallavi Sharda', 'Rishi Kapoor']",A car thief falls in love with a woman whose car he has stolen.,,"$679,866","$364,962","$1,443,479",,"$1,443,479"
Rastakhiz: Rooze Rastakhiz,2022,,160.0,https://m.media-amazon.com/images/M/MV5BZDAzMjdiYzctMjA1MS00MzM3LWJiZmQtOGY0MTY5MGRiYTk0XkEyXkFqcGdeQXVyNjY5MjAxNDA@._V1_.jpg,,"['Drama', 'History', 'War']",6.7,1392,['Iran'],['Ahmad Reza Darvish'],['Ahmad Reza Darvish'],"['Arash Aasefi', 'Farhad Ghaemian', 'Hassan Pourshirazi']","The story of Imam Hossein&apos;s battle in Karbala, an unfair war which made one the most important effects in Islam history.","€13,000,000 (estimated)",,,,"€13,000,000 (estimated)",
Visitors,2014,Not Rated,87.0,https://m.media-amazon.com/images/M/MV5BMTY1MTUzNzM0Nl5BMl5BanBnXkFtZTgwNTYwOTUwMDE@._V1_.jpg,https://www.imdb.com/video/vi685615129/,['Documentary'],6.2,1156,['United States'],['Godfrey Reggio'],['Godfrey Reggio'],,"Director Godfrey Reggio reveals humanity&apos;s trance-like relationship with technology, which, when commandeered by extreme emotional states, produces massive effects far beyond the human species.",,"$84,577","$9,094","$84,577",,"$84,577"
51,2011,R,90.0,https://m.media-amazon.com/images/M/MV5BMTUzMDUzNDMxOF5BMl5BanBnXkFtZTcwMDMzNjM1NA@@._V1_.jpg,https://www.imdb.com/video/vi3973815577/,"['Horror', 'Sci-Fi', 'Thriller']",3.5,3285,['United States'],['Jason Connery'],"['Kenny Yakkel', 'Lucy Mukerjee', 'Joshua Grote']","['Tammi Arender', 'Randy Austin', 'Jillian Batherson']","When reporters are granted access to Area 51 Air Force base, a breach of security turns the protected government base into a horrifying destination of terror.","$1,361,398 (estimated)",,,,"$1,361,398 (estimated)",
9 mois ferme,2013,,82.0,https://m.media-amazon.com/images/M/MV5BZDY5OGZhZTMtYjM3MC00MjdlLTk0ZGEtYzYzODhhMWQ5ZDczXkEyXkFqcGdeQXVyNDgxMDU4NTU@._V1_.jpg,,"['Comedy', 'Crime', 'Mystery']",6.4,5258,['France'],['Albert Dupontel'],"['Héctor Cabello Reyes', 'Olivier Demangel', 'Albert Dupontel']","['Albert Dupontel', 'Sandrine Kiberlain', 'Nicolas Marié']","Ariane Felder, a judge of strict morals discovers she&apos;s pregnant by Bob Nolan, a criminal wanted for murder.","€7,124,618 (estimated)",,,"$17,891,858","€7,124,618 (estimated)","$17,891,858"
Scents and Sensibility,2011,PG,90.0,https://m.media-amazon.com/images/M/MV5BMjE1MjQ4MjM0OF5BMl5BanBnXkFtZTgwNzc0NDA2MDE@._V1_.jpg,https://www.imdb.com/video/vi551273241/,"['Comedy', 'Drama', 'Romance']",5.3,1670,['United States'],['Brian Brough'],"['Jennifer Jan', 'Brittany Wiscombe', 'Jane Austen']","['Ashley Williams', 'Marla Sokoloff', 'Nick Zano']","Two sisters find that they have to make their own way in the world after their father is jailed. Elinor is a cleaner in a spa. Marianne works for a marketing company but she also makes scented lotions, which turn out to be a real ...",,,,,,
Kurtlar Vadisi: Gladio,2009,,97.0,https://m.media-amazon.com/images/M/MV5BMTM2NDg1NDU4NF5BMl5BanBnXkFtZTcwMzgxMDMzNA@@._V1_.jpg,,"['Action', 'Crime', 'Drama']",6.2,5241,['Turkey'],['Sadullah Sentürk'],"['Cüneyt Aysan', 'Raci Sasmaz', 'Bahadir Özdener']","['Musa Uzunlar', 'Tugrul Çetiner', 'Ayfer Dönmez']","Iskender Büyük is accused of treachery and coup, and standing trial at constitutional court. This story about &quot;GLADIO Organization&quot; is being told from point of view of a deceived insider, and an ex-Special Forces Lt. Iskender Büyük.",,,,"$4,974,657",,"$4,974,657"
Crawl,2014,Not Rated,80.0,https://m.media-amazon.com/images/M/MV5BMGRhOGQwZDktMWY1Ny00ZmZlLWI2NWEtMzVhYmFhYjljNDQzXkEyXkFqcGdeQXVyMjM3NzE5MDU@._V1_.jpg,https://www.imdb.com/video/vi3010371865/,"['Crime', 'Thriller']",4.6,1321,['Australia'],['Paul China'],['Paul China'],"['George Shevtsov', 'Bob Newman', 'Georgina Haig']","A seedy bar owner hires a mysterious Croatian to commit murder, but a planned double-crossing backfires when a young waitress is taken hostage. A suspenseful, yet darkly humorous chain of events builds to a bloodcurdling climax.","A$500,000 (estimated)",,,,"A$500,000 (estimated)",
Inch&apos;Allah,2013,R,102.0,https://m.media-amazon.com/images/M/MV5BMTYwNzIxMjY5NF5BMl5BanBnXkFtZTcwODMwODY0OA@@._V1_.jpg,https://www.imdb.com/video/vi1893247257/,['Drama'],6.8,2663,"['Canada', 'France']",['Anaïs Barbeau-Lavalette'],['Anaïs Barbeau-Lavalette'],"['Omri Ilan', 'Lionel Calniquer', 'Gil Desiano']",A Canadian doctor finds her sympathies sorely tested while working in the conflict ravaged Palestinian territories.,,"$9,840","$3,391","$317,656",,"$317,656"
Blackbird,2013,Not Rated,103.0,https://m.media-amazon.com/images/M/MV5BMTAyMDAzMjY5NzheQTJeQWpwZ15BbWU4MDQ0NTQ4NDMx._V1_.jpg,https://www.imdb.com/video/vi3862739481/,['Drama'],7.0,1715,['Canada'],['Jason Buxton'],"['Noel S. Baker', 'Amnon Buchbinder', 'Jason Buxton']","['Connor Jessup', 'Alexia Fast', 'Michael Buie']",An alienated teenager&apos;s posturing online threat ignites a firestorm of fear in a small community.,"CA$1,200,000 (estimated)",,,,"CA$1,200,000 (estimated)",
San cheung sau,2009,,90.0,https://m.media-amazon.com/images/M/MV5BYzNiMzE5NjctNGI2Mi00Y2U1LTkzNmUtMDNkZmUxNDczNDZkXkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_.jpg,,"['Action', 'Crime', 'Thriller']",5.5,2207,['Hong Kong'],['Dante Lam'],"['Wai-Lun Ng', 'Dante Lam']","['Richie Jen', 'Xiaoming Huang', 'Edison Chen']","A police sniper teams up with a hot-headed rookie to take down his former friend and teammate, who is exacting revenge on the police force.","HK$30,000,000 (estimated)",,,"$329,945","HK$30,000,000 (estimated)","$329,945"
The Invisible War,2012,Not Rated,93.0,https://m.media-amazon.com/images/M/MV5BMTkyNjUzOTg4MV5BMl5BanBnXkFtZTcwOTIyMzc4Nw@@._V1_.jpg,https://www.imdb.com/video/vi3355550233/,"['Documentary', 'Crime']",7.6,7048,"['United States', 'France']",['Kirby Dick'],"['Kirby Dick', 'Amy Ziering', 'Douglas Blush']","['Amy Ziering', 'Kirby Dick', 'Kori Cioca']",An investigative documentary about the epidemic of rape of soldiers within the US military.,,"$71,968","$16,500","$71,968",,"$71,968"
Train,2009,R,94.0,https://m.media-amazon.com/images/M/MV5BNzQ0ZDM3MjUtZTAwNi00ZWEyLWE5NWEtOTI4OWFlYjI5YTk1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,,"['Horror', 'Thriller']",4.7,6758,['United States'],['Gideon Raff'],['Gideon Raff'],"['Thora Birch', 'Gideon Emery', 'Kavan Reece']","In Europe, a group of American college athletes unknowingly boards a train that will become one deadly ride.",,,,,,
Bunnyman,2011,R,90.0,https://m.media-amazon.com/images/M/MV5BMTU3OTE5NjUzOF5BMl5BanBnXkFtZTcwOTY3MjA2NQ@@._V1_.jpg,https://www.imdb.com/video/vi3571620889/,['Horror'],3.0,1401,['United States'],['Carl Lindbergh'],['Carl Lindbergh'],"['Cheryl Texiera', 'Matthew Albrecht', 'Alaina Gianci']",A couple of dimwitted teens get chased by a killer dressed in a bunny suit.,,,,,,
Heroine,2012,Not Rated,149.0,https://m.media-amazon.com/images/M/MV5BYWIwOWQzYzctMTU1OC00YTBmLWJhZjYtN2E4ZWJkNmNkZDY4XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg,https://www.imdb.com/video/vi3974020889/,['Drama'],5.0,4543,['India'],['Madhur Bhandarkar'],"['Madhur Bhandarkar', 'Niranjan Iyengar', 'Anuradha Tiwari']","['Kareena Kapoor', 'Arjun Rampal', 'Randeep Hooda']",A female superstar struggles through the trials and tribulations of being a Bollywood actress.,,"$598,668","$389,901","$8,036,853",,"$8,036,853"
Maria Larssons eviga ögonblick,2008,Not Rated,131.0,https://m.media-amazon.com/images/M/MV5BMjEyNDM4ODg3MF5BMl5BanBnXkFtZTcwODQ5MTkyMw@@._V1_.jpg,https://www.imdb.com/video/vi3258712857/,"['Drama', 'History']",7.5,5876,"['Sweden', 'Denmark', 'Norway', 'Finland', 'Germany']",['Jan Troell'],"['Niklas Rådström', 'Jan Troell', 'Agneta Ulfsäter-Troell']","['Maria Heiskanen', 'Mikael Persbrandt', 'Jesper Christensen']","In a time of social change and unrest, war and poverty, a young working class woman, Maria, wins a camera in a lottery. The decision to keep it alters her whole life.","€4,773,906 (estimated)","$610,825","$40,443","$3,383,108","€4,773,906 (estimated)","$3,383,108"
Teen Patti,2010,Not Rated,142.0,https://m.media-amazon.com/images/M/MV5BNzRjN2M2MmQtZTFhNi00Zjk5LWI2MzEtYWFiMDI4NWIyNGJkXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg,,"['Crime', 'Drama', 'Thriller']",4.2,1576,['India'],['Leena Yadav'],"['Shivkumar Subramaniam', 'Leena Yadav', 'Ben Rekhi']","['Amitabh Bachchan', 'Madhavan', 'Shraddha Kapoor']",A disgraced professor recounts his career and involvement with gambling.,"₹250,000,000 (estimated)",,,"$17,311","₹250,000,000 (estimated)","$17,311"
Mustafa,2008,,130.0,https://m.media-amazon.com/images/M/MV5BNTdlNjA5YmYtOTY0Yi00ZWQ4LWIxNTMtYjY2YjVjYzhkNjY0XkEyXkFqcGdeQXVyNDA0NjY3Mzc@._V1_.jpg,,"['Documentary', 'Biography', 'Drama']",6.7,2841,['Turkey'],"['Haci Mehmet Duranoglu', 'Can Dündar']",['Can Dündar'],"['Mustafa Kemal Atatürk', 'Cemalettin Canli', 'Ulas Canli']","The biography of Mustafa Kemal Atatürk, who not only grew himself up from a poor lonely child to a country&apos;s most loved person, but also rose a new country from the ashes of an empire. A story of a soldier, an eminent statesman an...","TRL 2,000,000 (estimated)",,,"$5,589,390","TRL 2,000,000 (estimated)","$5,589,390"
Torment,2014,R,82.0,https://m.media-amazon.com/images/M/MV5BMjIwNzk4OTIxN15BMl5BanBnXkFtZTcwMjQyMTM1OQ@@._V1_.jpg,https://www.imdb.com/video/vi3450448921/,"['Horror', 'Thriller']",4.7,3056,['Canada'],['Jordan Barker'],"['Michael Foster', 'Thomas Pound']","['Katharine Isabelle', 'Robin Dunne', 'Peter DaCunha']","Two parents find themselves fighting to get their little boy back from a sadistic cult, who have stolen him and plan on dark ideas.",,,,,,
Der Knochenmann,2009,,117.0,https://m.media-amazon.com/images/M/MV5BZDY3YWYzYzQtYjg5OC00ODA2LTg3MGUtMGQ5MGQxNTZlOGExXkEyXkFqcGdeQXVyNjEzMTc5NTQ@._V1_.jpg,https://www.imdb.com/video/vi2172371737/,"['Comedy', 'Crime', 'Thriller']",7.4,4857,['Austria'],['Wolfgang Murnberger'],"['Wolf Haas', 'Josef Hader', 'Wolfgang Murnberger']","['Josef Hader', 'Josef Bierbichler', 'Birgit Minichmayr']",Private Investigator Brenner is handling a case at the grill-station &quot;Löschenkohl&quot;. There he finds - besides some chicken - also other meat...that doesn&apos;t belong in a good meal.,"€4,000,000 (estimated)",,,"$4,083,982","€4,000,000 (estimated)","$4,083,982"
La teta asustada,2009,,95.0,https://m.media-amazon.com/images/M/MV5BOWU2NWJiMTEtMTE1YS00NWNkLWJkYzYtYmJiZjEyNWRiYzIyXkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_.jpg,https://www.imdb.com/video/vi2416886041/,"['Drama', 'Music']",6.7,7284,"['Spain', 'Peru']",['Claudia Llosa'],['Claudia Llosa'],"['Magaly Solier', 'Susi Sánchez', 'Efraín Solís']","Fausta is suffering from a rare disease called the Milk of Sorrow, which is transmitted through the breast milk of pregnant women who were abused or raped during or soon after pregnancy. While living in constant fear and confusion...",,"$10,462","$1,914","$1,557,750",,"$1,557,750"
Blue,2009,Not Rated,119.0,https://m.media-amazon.com/images/M/MV5BNjhmNDM2ZWUtYzRlYy00MGJiLWJkZTktNWQzYzRmYWVhNGE2XkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_.jpg,https://www.imdb.com/video/vi628013081/,"['Action', 'Adventure', 'Mystery']",3.7,5188,['India'],['Anthony D&apos;Souza'],"['Anthony D&apos;Souza', 'Mayur Puri']","['Akshay Kumar', 'Sanjay Dutt', 'Lara Dutta']","A group of people, facing a lot of challenges, decide to hunt down lost treasure en route to India.",,,,"$802,050",,"$802,050"
Faust,2012,Not Rated,140.0,https://m.media-amazon.com/images/M/MV5BMTM4NDgwNjU4Ml5BMl5BanBnXkFtZTgwNzU2OTI1MDE@._V1_.jpg,https://www.imdb.com/video/vi3788351513/,"['Drama', 'Fantasy', 'Mystery']",6.5,5692,['Russia'],['Aleksandr Sokurov'],"['Yuriy Arabov', 'Aleksandr Sokurov', 'Marina Koreneva']","['Johannes Zeiler', 'Anton Adasinsky', 'Isolda Dychauk']",A despairing scholar sells his soul to Satan in exchange for one night with a beautiful young woman.,"€8,000,000 (estimated)","$58,132","$10,030","$64,556","€8,000,000 (estimated)","$64,556"
Rufus,2012,TV-MA,109.0,https://m.media-amazon.com/images/M/MV5BNTMzNDM0ODQ3OF5BMl5BanBnXkFtZTcwMzI5ODA3OA@@._V1_.jpg,https://www.imdb.com/video/vi1862576409/,"['Drama', 'Horror']",6.2,1073,['Canada'],['Dave Schultz'],['Dave Schultz'],"['Rory J Saper', 'Christina Jastrzembska', 'Tom Carey']","A mysterious teenager arrives in a small town, attracting the interest of the sheriff as violence surrounds him.","CA$2,100,000 (estimated)",,,,"CA$2,100,000 (estimated)",
Cea mai fericita fata din lume,2009,0+,99.0,https://m.media-amazon.com/images/M/MV5BZDc1YWE5ZGYtMDNjMi00OWZiLTk2MWMtOGI1MGRmOWEwOWUzXkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_.jpg,,"['Comedy', 'Drama']",6.9,1643,"['Romania', 'Netherlands', 'France', 'Japan']",['Radu Jude'],"['Radu Jude', 'Augustina Stanciu']","['Andreea Bosneag', 'Violeta Haret-Popa', 'Vasile Muraru']","Delia, a young Romanian girl, drives to Bucharest with her parents to collect a prize she won in a contest.","€650,000 (estimated)",,,"$9,998","€650,000 (estimated)","$9,998"
Isolerad,2012,TV-MA,75.0,https://m.media-amazon.com/images/M/MV5BM2Y2NTNhZTgtMzNiYi00ZmU2LWJiYTgtNDIwYzBkZjliMGI5XkEyXkFqcGdeQXVyMTQzMjU1NjE@._V1_.jpg,,"['Mystery', 'Thriller']",5.9,1048,['Sweden'],"['Johan Lundborg', 'Johan Storm']","['Johan Lundborg', 'Johan Storm']","['Emil Johnsen', 'Ylva Gallon', 'Peter Stormare']","Lonely medical student Frank is pleased with his flat, a quiet place to focus on his coming exams. But when he meets the girl upstairs, the intrusive Lotte, he realizes there is something wrong with the place. Each time he leaves ...",,,,"$7,179",,"$7,179"
Misogynist,2015,,77.0,https://m.media-amazon.com/images/M/MV5BMTU0NjUwMzAzOV5BMl5BanBnXkFtZTgwNTgzOTU3MzE@._V1_.jpg,https://www.imdb.com/video/vi1732880665/,"['Drama', 'Thriller']",3.6,3817,['United States'],['Michael Matteo Rossi'],['Michael Matteo Rossi'],"['Jonathan Bennett', 'Jon Briddell', 'Eve Mauro']","A male chauvinist guru guides his best prodigy through the art of controlling women, only for the student to find out he is not everything that he seems.","$100,000 (estimated)",,,,"$100,000 (estimated)",
A Beginner&apos;s Guide to Endings,2010,R,93.0,https://m.media-amazon.com/images/M/MV5BNjc3N2Y3YmMtYmE0ZC00Y2ViLWJhZTctYzRlMzViNTQzNTgzXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_.jpg,https://www.imdb.com/video/vi3121653529/,"['Comedy', 'Drama']",6.3,1897,"['Canada', 'United States']",['Jonathan Sobol'],"['Jonathan Sobol', 'Heidi Sobol']","['Scott Caan', 'Paulo Costanzo', 'Jason Jones']","Upon learning they only have a few days left to live, three brothers set off to reverse a lifetime of mistakes.",,,,,,
Eating Out: Drama Camp,2011,Not Rated,91.0,https://m.media-amazon.com/images/M/MV5BMTM2NTI0ODE4NF5BMl5BanBnXkFtZTcwMTE0NTE2Nw@@._V1_.jpg,,['Comedy'],5.3,2531,['United States'],['Q. Allan Brocka'],"['Q. Allan Brocka', 'Phillip J. Bartell']","['Chris Salvatore', 'Daniel Skelton', 'Aaron Milo']",Temptations at a drama camp threaten a gay relationship that may already be cooling.,,,,,,
Kosmos,2010,,122.0,https://m.media-amazon.com/images/M/MV5BMjEwODdjNjUtNGVjYy00YWUxLTk0NjEtY2MwNTUwZTYyOGQ3XkEyXkFqcGdeQXVyNDA0NjY3Mzc@._V1_.jpg,,"['Drama', 'Fantasy']",7.1,5098,"['Turkey', 'Bulgaria']",['Reha Erdem'],['Reha Erdem'],"['Sermet Yesil', 'Türkü Turan', 'Serkan Keskin']",A strange man with otherworldly talents becomes both a friend and a pariah in a small Turkish town in this drama from writer and director Reha Erdem. Yahya is nearly in a panic when his young son falls into the river on a wintry d...,,,,"$79,914",,"$79,914"
Romanzo di una strage,2012,,129.0,https://m.media-amazon.com/images/M/MV5BNzNjNzEwOWYtNmY1ZS00NTI4LTg2ZGUtMDYxZGJkZjBhMThmXkEyXkFqcGdeQXVyMTM3OTE2Mzg@._V1_.jpg,https://www.imdb.com/video/vi755022361/,"['Crime', 'Drama', 'Mystery']",7.2,2820,"['Italy', 'France']",['Marco Tullio Giordana'],"['Paolo Cucchiarelli', 'Marco Tullio Giordana', 'Sandro Petraglia']","['Valerio Mastandrea', 'Pierfrancesco Favino', 'Michela Cescon']",A chronicle of the 1969 bombing at a major national bank in Milan and its aftermath.,"€9,500,000 (estimated)",,,"$2,574,171","€9,500,000 (estimated)","$2,574,171"
Airborne,2013,TV-14,81.0,https://m.media-amazon.com/images/M/MV5BNzY2NDE2MTIyMF5BMl5BanBnXkFtZTcwODg4NDkyNw@@._V1_.jpg,https://www.imdb.com/video/vi2553062681/,"['Comedy', 'Crime', 'Horror']",3.8,2546,['United Kingdom'],"['Dominic Burns', 'Simon Phillips']",['Paul Chronnell'],"['Craig Conway', 'Simon Phillips', 'Gemma Atkinson']","With Britain battered by a storm, one last plane takes off. Shortly after, passengers start disappearing one by one. Those that remain frantically try to discover who - or what - is behind it before they share the same fate.","$1,200,000 (estimated)",,,,"$1,200,000 (estimated)",
Ghost in the Shell: Arise - Border 1: Ghost Pain,2013,TV-MA,58.0,https://m.media-amazon.com/images/M/MV5BMDdjMWMwMTEtNDE4OS00ZGNkLWEyZTYtMzllMzFkMWMwYjcxXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg,,"['Animation', 'Action', 'Sci-Fi']",7.1,4286,['Japan'],"['Masahiko Murata', 'Kazuchika Kise']","['Shirow Masamune', 'Tow Ubukata', 'Clint Bickham']","['Maaya Sakamoto', 'Ikkyû Jaku', 'Ken&apos;ichirô Matsuda']","In this prequel set one year after the fourth World War, cyborg and hacker extraordinaire Motoko Kusanagi from the military&apos;s 501st Secret Unit finds herself wrapped up in the investigation of a devastating bombing.",,,,,,
Atrocious,2012,R,79.0,https://m.media-amazon.com/images/M/MV5BMjAxMTcxMDY5NF5BMl5BanBnXkFtZTcwMTc2MTgwNg@@._V1_.jpg,https://www.imdb.com/video/vi1177721881/,"['Horror', 'Mystery', 'Thriller']",5.0,5192,"['Spain', 'Mexico']",['Fernando Barreda Luna'],['Fernando Barreda Luna'],"['Cristian Valencia', 'Clara Moraleda', 'Chus Pereiro']",Two teenage siblings endure a terrifying experience while investigating a rural legend near their family&apos;s vacation home.,,,,"$4,472",,"$4,472"
